Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail,Веб-сайт 1,Веб-сайт 2,Instagram,Facebook,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber,Telegram 1,Telegram 2,YouTube,Широта,Долгота,2GIS URL,Тип
In Study ,образовательный центр,Курсы робототехники; Помощь в обучении; Языковые школы; Центры раннего развития детей; Логопед,"улица Толе би, 14",,,,Нура район,Астана,,Астана,Казахстан,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 10:00-17:00; Вс: 10:00-17:00,+05:00,5.0,6,87076061703,,,,http://in-study.kz/,,https://instagram.com/instudy_astana,,,https://wa.me/77076061703,,,,,,,51.098984,71.387967,https://2gis.com/firm/70000001092793130,branch
In Study ,образовательный центр,Курсы робототехники; Помощь в обучении; Языковые школы; Центры раннего развития детей; Логопед,"улица Жумекен Нажимеденов, 13",,,,Сарайшык район,Астана,,Астана,Казахстан,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00,+05:00,5.0,29,87056061711,,,,http://in-study.kz/,,https://instagram.com/instudy_astana,,,https://wa.me/77056061711,,,,,,,51.1143,71.508833,https://2gis.com/firm/70000001083245779,branch
In Study ,образовательный центр,Курсы робототехники; Помощь в обучении; Языковые школы; Центры раннего развития детей; Логопед,"улица Жумекен Нажимеденов, 29/2","1, 2 этаж",,,Сарайшык район,Астана,,Астана,Казахстан,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00,+05:00,4.9,54,,,,,http://in-study.kz/,,https://instagram.com/instudy_astana,,,https://wa.me/77056061711,,,,,,,51.112513,71.524524,https://2gis.com/firm/70000001082536179,branch
In Study ,образовательный центр,Курсы робототехники; Помощь в обучении; Языковые школы; Центры раннего развития детей; Логопед,"улица Ахмет Байтурсынулы, 51",,,,Сарайшык район,Астана,,Астана,Казахстан,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00,+05:00,5.0,33,87056061711,,,,http://in-study.kz/,,https://instagram.com/instudy_astana,,,https://wa.me/77056061711,,,,,,,51.117427,71.521563,https://2gis.com/firm/70000001081074771,branch
IQ School,образовательный центр,Курсы робототехники; Помощь в обучении; Языковые школы; Центры раннего развития детей; Логопед,"улица Чингиз Айтматов, 38",,,,Нура район,Астана,,Астана,Казахстан,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 14:00-17:00,+05:00,5.0,22,87757604367,,,,,,https://instagram.com/iq.school.astana,,,https://wa.me/77757604367,,,,,,,51.139986,71.365569,https://2gis.com/firm/70000001067774008,branch
IT kids,,Курсы робототехники; Спортивно-интеллектуальные клубы,"улица Кенен Азербаев, 47",,,,Сарайшык район,Астана,,Астана,Казахстан,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00,+05:00,,,87474558967,,,,,,,,,https://wa.me/77474558967,,,,,,,51.129064,71.504569,https://2gis.com/firm/70000001094430169,branch
IT Place,образовательный центр,Курсы робототехники; Компьютерные курсы; Детские / подростковые клубы; Театральные курсы,"улица Степана Кубрина, 20/1",,,,Сарыарка район,Астана,,Астана,Казахстан,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Сб: 10:00-18:00; Вс: 10:00-18:00,+05:00,4.6,76,87780020310,87077020320,,,http://itplace.kz,,https://instagram.com/itplace.kz,,,https://wa.me/77077020320,https://wa.me/77780020310,,,,,,51.170147,71.402327,https://2gis.com/firm/70000001043839153,branch
IT Place,образовательный центр,Курсы робототехники; Компьютерные курсы; Детские / подростковые клубы,"Керей, Жанибек хандар улица, 5","3, 4 офис; 3 этаж",,,Нура район,Астана,,Астана,Казахстан,Пн: 09:30-18:00; Вт: 09:30-18:00; Ср: 09:30-18:00; Чт: 09:30-18:00; Сб: 09:30-18:00; Вс: 09:30-18:00,+05:00,4.6,83,87780020310,87077020320,,,http://itplace.kz,,https://instagram.com/itplace.kz,,,https://wa.me/77077020320,https://wa.me/77780020310,,,,,,51.11712,71.408018,https://2gis.com/firm/70000001035877229,branch
IT_znaika,,Курсы робототехники; Компьютерные курсы,"улица Габит Мусрепов, 8",408 офис; 4 этаж,,9 м-н,Алматы район,Астана,,Астана,Казахстан,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00,+05:00,,,87064275818,,,,,,https://instagram.com/it_znaika,,,https://wa.me/77064275818,,,,,,,51.152811,71.501659,https://2gis.com/firm/70000001082353558,branch
Jana Beles,,Курсы робототехники; Центры раннего развития детей; Курсы вокала; Музыкальные курсы; Детские / подростковые клубы,"улица Мыржакып Дулатова, 6",,,,,Косшы,Косшы городская администрация,Акмолинская область,Казахстан,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00,+05:00,1.7,2,87021201063,,,,,,https://instagram.com/jana_beles_kosshy_lesnaya,,,https://wa.me/77021201063,,,,,,,50.982784,71.358603,https://2gis.com/firm/70000001075195236,branch
JetCode,школа программирования и робототехники,Курсы робототехники; Компьютерные курсы,"улица Габит Мусрепов, 8",1 этаж; вход в Academia Real,,9 м-н,Алматы район,Астана,,Астана,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+05:00,5.0,3,87059694623,,,,http://astana.jetcode.org,,https://instagram.com/jetcode.astana,,,https://wa.me/77059694623,,,,https://t.me/astanajetcode,,,51.152661,71.501513,https://2gis.com/firm/70000001080256416,branch
JetCode,школа программирования и робототехники,Курсы робототехники; Компьютерные курсы,"улица Алихан Бокейхан, 27а",1 этаж; вход в учебный центр Kingsway,,,Есиль район,Астана,,Астана,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+05:00,,,87059694623,,,,http://astana.jetcode.org,,https://instagram.com/jetcode.astana,,,https://wa.me/77059694623,,,,https://t.me/astanajetcode,,,51.084419,71.426856,https://2gis.com/firm/70000001079086542,branch
Kerim,центр развития детей,Курсы робототехники; Центры раннего развития детей; Логопед; Языковые школы; Обучение танцам,"улица Ахмет Байтурсынулы, 47",1 этаж,,,Сарайшык район,Астана,,Астана,Казахстан,"Пн: 09:00-13:00, 14:00-18:00; Вт: 09:00-13:00, 14:00-18:00; Ср: 09:00-13:00, 14:00-18:00; Чт: 09:00-13:00, 14:00-18:00; Пт: 09:00-13:00, 14:00-18:00; Сб: 10:00-13:00; Вс: 10:00-13:00",+05:00,4.7,23,87075582408,,,,http://taplink.cc/kerim.astana,,https://instagram.com/kerim.astana,,,https://wa.me/77075582408,,,,,,,51.118339,71.513485,https://2gis.com/firm/70000001084101209,branch
Mars robotics,,Курсы робототехники,"проспект Сарыарка, 31/2",4 этаж,,,Сарыарка район,Астана,,Астана,Казахстан,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00,+05:00,,,87058023888,,,,,,https://instagram.com/marsrobotics.kz,,,https://wa.me/77058023888,,,,,,,51.172279,71.403956,https://2gis.com/firm/70000001095183565,branch
Mars robotics,,Курсы робототехники; Помощь в обучении,"улица Толе би, 44",,,,Нура район,Астана,,Астана,Казахстан,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00; Вс: 09:00-18:00,+05:00,,,87066980000,,,,,,https://instagram.com/marsrobotics.kz,,,https://wa.me/77066980000,,,,,,,51.122821,71.394382,https://2gis.com/firm/70000001092880577,branch
Mars robotics,,Курсы робототехники; Языковые школы; Помощь в обучении,"улица Ахмет Байтурсынулы, 51",,,,Сарайшык район,Астана,,Астана,Казахстан,"Пн: 09:00-13:30, 14:20-20:00; Вт: 09:00-13:30, 14:20-20:00; Ср: 09:00-13:30, 14:20-20:00; Чт: 09:00-13:30, 14:20-20:00; Пт: 09:00-13:30, 14:20-20:00; Сб: 09:00-13:30, 14:20-20:00; Вс: 09:00-13:30, 14:20-20:00",+05:00,4.4,12,87066980000,,,,,,https://instagram.com/marsrobotics.kz,,,https://wa.me/77066980000,,,,,,,51.116501,71.522139,https://2gis.com/firm/70000001084244671,branch
Megarobot,,Курсы робототехники,"улица Куйши Дина, 18/1",4 этаж,,,Алматы район,Астана,,Астана,Казахстан,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-19:00; Вс: 09:00-19:00,+05:00,5.0,5,87078538792,,,,,,,,,https://wa.me/77078538792,,,,,,,51.146901,71.475548,https://2gis.com/firm/70000001084518875,branch
Robocode,академия робототехники,Курсы робототехники; Компьютерные курсы,"проспект Ракымжан Кошкарбаев, 37",внутри Target Education,,,Алматы район,Астана,,Астана,Казахстан,"Сб: 10:00-13:15, 14:00-17:00; Вс: 10:00-13:15, 14:00-17:00",+05:00,5.0,1,87074224239,,,,http://www.robocode.kz,,https://instagram.com/robocode.academy,,,https://wa.me/77074224239,,,,,,,51.1293,71.496095,https://2gis.com/firm/70000001094255811,branch
Robocode,академия робототехники,Курсы робототехники; Компьютерные курсы; Спортивно-интеллектуальные клубы,"улица Туркестан, 8/2",407 офис; 4 этаж,,,Есиль район,Астана,,Астана,Казахстан,Пн: 10:00-17:00; Вт: 10:00-17:00; Ср: 10:00-17:00; Чт: 10:00-17:00; Сб: 10:00-18:00; Вс: 10:00-18:00,+05:00,5.0,26,87074224239,,,,http://www.robocode.kz,,https://instagram.com/robocode.academy,,,https://wa.me/77074224239,,,,,,,51.115808,71.428257,https://2gis.com/firm/70000001064039716,branch
Robolab,клуб робототехники для детей,Курсы робототехники; Детские / подростковые клубы; Центры раннего развития детей,"улица Бухар жырау, 36/1",9 офис,,,Есиль район,Астана,,Астана,Казахстан,Сб: 10:00-19:00,+05:00,4.5,13,87767778225 (единый номер: пн-сб 9:00-18:00),,,,,,https://instagram.com/robolab.kz,,,https://wa.me/77767778225,,,,,,,51.097257,71.438545,https://2gis.com/firm/70000001038227081,branch
Robominds_Astana ,​школа робототехники и программирования,Курсы робототехники,"улица Кенесары, 40",1905 офис; 19 этаж,,,Байконыр район,Астана,,Астана,Казахстан,"Пн: 09:00-13:00, 14:00-18:00; Вт: 09:00-13:00, 14:00-18:00; Ср: 09:00-13:00, 14:00-18:00; Чт: 09:00-13:00, 14:00-18:00; Пт: 09:00-13:00, 14:00-18:00; Сб: 09:00-13:00, 14:00-18:00; Вс: 09:00-13:00, 14:00-18:00",+05:00,5.0,17,87026745067,,,,http://taplink.cc/robopark_astana,,https://instagram.com/robominds_astana,,,https://wa.me/77026745067,,,,,,,51.165727,71.432902,https://2gis.com/firm/70000001080547425,branch
